,Unnamed: 0,storeNumber,countryCode,ownershipTypeCode,schedule,slug,latitude,longitude,streetAddressLine1,streetAddressLine2,streetAddressLine3,city,countrySubdivisionCode,postalCode,currentTimeOffset,windowsTimeZoneId,olsonTimeZoneId
16486,16486,65327-299654,JP,CO,,yokkaichi-chuo-ryokuchi-1-3-21-hinagahigashi-yokkaichi-24-510-0886-jp,34.952108,136.611646,1-3-21 Hinagahigashi,,,Yokkaichi,24,510-0886,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16487,16487,58925-293164,JP,CO,,aeon-town-yokkaichi-tomari-4-5-1-tomarikoyanagicho-yokkaichi-24-510-0883-jp,34.938156,136.601235,4-5-1 Tomarikoyanagicho,,,Yokkaichi,24,510-0883,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16488,16488,62774-295398,JP,CO,,motosu-kitagata-8-1-heisei-kitagata-cho-21-501-0438-jp,35.433599,136.678732,8-1 Heisei,,,Kitagata-cho,21,501-0438,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16489,16489,66172-300688,JP,CO,,tsutaya-bookstore-colorful-town-gifu-3-3-6-yanaizucho-maruno-gifu-21-501-6115-jp,35.364517,136.727261,3-3-6 Yanaizucho Maruno,,,Gifu,21,501-6115,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16490,16490,59571-292757,JP,CO,,branch-otsukyo-1-1-nihonmatsu-otsu-25-520-0021-jp,35.029444,135.864008,1-1 Nihonmatsu,,,Otsu,25,520-0021,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16491,16491,31043-105207,JP,CO,,ma-lera-gifu-1100-mitsuhashi-motosu-21-501-0497-jp,35.454894,136.673451,1100 Mitsuhashi,,,Motosu,21,501-0497,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16492,16492,30403-81163,JP,CO,,aeon-mall-suzuka-4-1-2-shonohayama-suzuka-24-513-0834-jp,34.871941,136.531754,4-1-2 Shonohayama,,,Suzuka,24,513-0834,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16493,16493,55021-286003,JP,CO,,inasawa-sakuragimiyamae-77-1-sakuragi-miyamaecho-inazawa-23-492-8273-jp,35.252943,136.777125,77-1 Sakuragi Miyamaecho,,,Inazawa,23,492-8273,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16494,16494,29764-255191,JP,CO,,tsushima-otsubo-28-1-hamagurida-otsubocho-tsushima-23-496-0012-jp,35.161652,136.775416,28-1 Hamagurida Otsubocho,,,Tsushima,23,496-0012,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16495,16495,60747-293275,JP,CO,,aisai-57-junikami-zentashindencho-aisai-23-496-0924-jp,35.121179,136.766097,57 Junikami Zentashindencho,,,Aisai,23,496-0924,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16496,16496,25068-239832,JP,CO,,vierra-otsu-1-3-kasugacho-otsu-25-520-0055-jp,35.003407,135.864488,1-3 Kasugacho,,,Otsu,25,520-0055,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16497,16497,16084-296751,JP,CO,,jazz-dream-nagashima-368-urayasu-nagashimacho-kuwana-24-511-1135-jp,35.029181,136.725702,368 Urayasu Nagashimacho,,,Kuwana,24,511-1135,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16498,16498,49034-262444,JP,LS,,tsutaya-suzuka-chuo-dori-417-1-sanjocho-suzuka-24-513-0824-jp,34.874401,136.552165,417-1 Sanjocho,,,Suzuka,24,513-0824,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16499,16499,22040-217125,JP,CO,,gifu-akanabe-2-14-1-akanabenose-gifu-21-500-8283-jp,35.376927,136.746333,2-14-1 Akanabenose,,,Gifu,21,500-8283,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16500,16500,60741-292315,JP,CO,,ichinomiya-kisogawa-131-yonnotori-kisogawacho-stowariden-ichinomiya-23,35.33547,136.772325,131 Yonnotori Kisogawacho-stowariden,,,Ichinomiya,23,493-0007,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16501,16501,30550-94562,JP,CO,,aeon-mall-kisogawa-25-1-minamiyatsugaike-kisogawachokuroda-ichinomiya,35.349235,136.773832,25-1 Minamiyatsugaike Kisogawachokuroda,,,Ichinomiya,23,493-0001,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16502,16502,47628-259072,JP,LS,,asty-ichinomiya-3-1-1-sakae-ichinomiya-23-491-0858-jp,35.302946,136.796776,3-1-1 Sakae,,,Ichinomiya,23,491-0858,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16503,16503,22390-220727,JP,LS,,asty-gifu-1-10-1-hashimotocho-gifu-21-500-8856-jp,35.409541,136.757704,1-10-1 Hashimotocho,,,Gifu,21,500-8856,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16504,16504,1847-141685,JP,CO,,gifu-masaki-2-3-8-masakinaka-gifu-21-502-0882-jp,35.448947,136.742171,2-3-8 Masakinaka,,,Gifu,21,502-0882,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16505,16505,1866-143385,JP,CO,,leaf-walk-inazawa-7-1-2-nagano-inazawa-23-492-8601-jp,35.26087,136.8191,7-1-2 Nagano,,,Inazawa,23,492-8601,-480,Alaskan Standard Time,GMT+09:00 Asia/Tokyo
16506,16506,28476-250730,JP,CO,,minna-no-mori-gifu-media-cosmos-40-5-tsukasamachi-gifu-21-500-8076-jp,35.427107,136.75962,40-5 Tsukasamachi,,,Gifu,21,500-8076,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16507,16507,21502-212624,JP,CO,,telass-walk-ichinomiya-1-2-ryogocho-ichinomiya-23-491-0022-jp,35.310637,136.816475,1-2 Ryogocho,,,Ichinomiya,23,491-0022,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16508,16508,57924-292057,JP,CO,,ichinomiya-fuji-3-1-12-fuji-ichinomiya-23-491-0024-jp,35.302146,136.819503,3-1-12 Fuji,,,Ichinomiya,23,491-0024,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16509,16509,30384-75100,JP,CO,,yamashina-eki-mae-5-anshunakakoujicho-yamashina-ku-kyoto-26-607-8013,34.992323,135.817038,5 Anshunakakoujicho Yamashina-ku,,,Kyoto,26,607-8013,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16591,16591,9049-151885,JP,CO,,tokushima-station-clement-plaza-1-61-terashimahonchonishi-tokushima-36-770-0831-jp,34.074133,134.551418,1-61 Terashimahonchonishi,,,Tokushima,36,770-0831,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16592,16592,62771-296749,JP,CO,,tokushima-kitatamiya-2-1-8-kitatamiya-tokushima-36-770-0003-jp,34.087076,134.54414,2-1-8 Kitatamiya,,,Tokushima,36,770-0003,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16593,16593,15927-162424,JP,CO,,tokushima-okinohama-2-5-okinohama-tokushima-36-770-8052-jp,34.052839,134.55267,2-5 Okinohama,,,Tokushima,36,770-8052,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16594,16594,49795-270178,JP,CO,,aeon-mall-tokushima-4-1-minamisuehirocho-tokushima-36-770-0865-jp,34.061485,134.573113,4-1 Minamisuehirocho,,,Tokushima,36,770-0865,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16595,16595,16425-165467,JP,CO,,you-me-town-tokushima-88-1-higashinakazu-okuno-aizumi-cho-36-771-1202-jp,34.119514,134.500224,88-1 Higashinakazu Okuno,,,Aizumi-cho,36,771-1202,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16596,16596,31228-106787,JP,CO,,kagawa-university-hospital-1750-1-ikenobe-miki-cho-37-761-0793-jp,34.292147,134.12286,1750-1 Ikenobe,,,Miki-cho,37,761-0793,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16597,16597,4178-147764,JP,CO,,takamatsu-rainbow-road-2084-5-fuseishicho-takamatsu-37-761-8071-jp,34.311817,134.060342,2084-5 Fuseishicho,,,Takamatsu,37,761-8071,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16598,16598,21964-209884,JP,CO,,takamatsu-sun-flower-dori-3010-3-otashimomachi-takamatsu-37-761-8073-jp,34.304067,134.051766,3010-3 Otashimomachi,,,Takamatsu,37,761-8073,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16599,16599,59345-293562,JP,CO,,you-me-town-takamatsu-higasikan-3-f-608-1-sanjocho-takamatsu-37-761-8072-jp,34.315954,134.043018,608-1 Sanjocho,,,Takamatsu,37,761-8072,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16600,16600,30369-76569,JP,CO,,takamatsu-you-me-town-608-1-chusho-sanjocho-takamatsu-37-761-8072-jp,34.316931,134.042308,608-1 Chusho Sanjocho,,,Takamatsu,37,761-8072,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16601,16601,30331-68342,JP,CO,,takamatsu-kawaramachi-eki-1-3-1-tokiwacho-takamatsu-37-760-0054-jp,34.339256,134.052531,1-3-1 Tokiwacho,,,Takamatsu,37,760-0054,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16602,16602,30329-67282,JP,CO,,takamatsu-marugamemachi-festa-6-1-marugamemachi-takamatsu-37-760-0029-jp,34.343001,134.049729,6-1 Marugamemachi,,,Takamatsu,37,760-0029,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16603,16603,55832-289734,JP,CO,,jr-takamatsu-eki-1-20-hamanocho-takamatsu-37-760-0011-jp,34.350685,134.046641,1-20 Hamanocho,,,Takamatsu,37,760-0011,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16604,16604,30491-157667,JP,CO,,wakayama-palm-city-31-1-nagasa-nakano-wakayama-30-640-8535-jp,34.254308,135.138803,31-1 Nagasa Nakano,,,Wakayama,30,640-8535,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16605,16605,30574-96895,JP,CO,,garden-park-wakayama-1469-1-mukaiunoshima-matsue-wakayama-30-640-8421-j,34.238844,135.153442,1469-1 Mukaiunoshima Matsue,,,Wakayama,30,640-8421,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16606,16606,66373-300902,JP,CO,,tsutaya-wakayama-takamatsu-1-7-87-nishitakamatsu-wakayama-30-641-0051-jp,34.209014,135.170376,1-7-87 Nishitakamatsu,,,Wakayama,30,641-0051,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16607,16607,31661-117266,JP,CO,,aeon-mall-takamatsu-1-1-kozaihonmachi-takamatsu-37-761-8012-jp,34.351625,134.004175,1-1 Kozaihonmachi,,,Takamatsu,37,761-8012,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16608,16608,21876-213085,JP,CO,,aeon-mall-wakayama-573-kusudani-naka-wakayama-30-640-8451-jp,34.275221,135.149263,573 Kusudani Naka,,,Wakayama,30,640-8451,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16609,16609,31471-108703,JP,CO,,wakayama-medical-university-hospita-811-1-kimiidera-wakayama-30-641-0012-jp,34.188016,135.181659,811-1 Kimiidera,,,Wakayama,30,641-0012,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16610,16610,59014-291270,JP,LS,,tsutaya-books-wakayama-city-library-17-byobucho-wakayama-30-640-8203-jp,34.236204,135.167435,17 Byobucho,,,Wakayama,30,640-8203,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16611,16611,57491-291595,JP,CO,,aeon-mall-ayagawa-822-1-kayahara-ayagawa-cho-37-761-2304-jp,34.251687,133.93069,822-1 Kayahara,,,Ayagawa-cho,37,761-2304,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16612,16612,60771-291746,JP,CO,,kainan-nobinos-1525-6-hikata-kainan-30-642-0002-jp,34.155214,135.209206,1525-6 Hikata,,,Kainan,30,642-0002,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16613,16613,48369-260027,JP,CO,,wakayama-showa-dori-174-5-kozaki-wakayma-30-640-8314-jp,34.215504,135.201213,174-5 Kozaki,,,Wakayma,30,640-8314,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16614,16614,3691-146089,JP,CO,,awaji-service-area-down-lane-2568-iwaya-awaji-28-656-2401-jp,34.584207,135.017254,2568 Iwaya,,,Awaji,28,656-2401,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16615,16615,24237-236766,JP,LS,,tsutaya-utazu-3-21-2-hama-utazu-cho-37-769-0203-jp,34.310908,133.812987,3-21-2 Hama,,,Utazu-cho,37,769-0203,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16616,16616,63300-297109,JP,LS,,marugame-marutasu-2-4-11-otecho-marugame-37-763-0034-jp,34.289463,133.797546,2-4-11 Otecho,,,Marugame,37,763-0034,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16617,16617,49326-259570,JP,CO,,wakayama-iwade-9-3-omachi-iwade-30-649-6228-jp,34.261455,135.321047,9-3 Omachi,,,Iwade,30,649-6228,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16618,16618,60766-293818,JP,CO,,marugame-shinden-179-3-shindencho-marugame-37-763-0055-jp,34.274885,133.78583,179-3 Shindencho,,,Marugame,37,763-0055,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16619,16619,60291-294518,JP,CO,,sennan-rinku-park-3-201-rinkuminamihama-sennan-27-590-0535-jp,34.381103,135.264251,3-201 Rinkuminamihama,,,Sennan,27,590-0535,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16620,16620,30565-96813,JP,CO,,aeon-mall-rinku-sennan-3-12-rinkuuminamihama-sennan-27-590-0535-jp,34.380734,135.267556,3-12 Rinkuuminamihama,,,Sennan,27,590-0535,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16621,16621,31053-105575,JP,CO,,kansai-intl-airport-1-f-south-gate-1-senshukukonaka-tajiri-cho-27-549-0011-jp,34.43446,135.243265,1 Senshukukonaka,,,Tajiri-cho,27,549-0011,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16622,16622,30999-104912,JP,CO,,kansai-intl-airport-4-f-north-gate-1-senshukukonaka-tajiri-cho-27-549-0011-jp,34.434138,135.244623,1 Senshukukonaka,,,Tajiri-cho,27,549-0011,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16623,16623,31158-106523,JP,CO,,kansai-intl-airport-2-f-arrival-lob-1-senshukukonaka-tajiri-cho-27-549-0011-jp,34.434896,135.244513,1 Senshukukonaka,,,Tajiri-cho,27,549-0011,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16624,16624,30555-96622,JP,CO,,kansai-international-airport-air-si-1-senshukukokita-izumisano-27-549-0001-jp,34.434644,135.245427,1 Senshukukokita,,,Izumisano,27,549-0001,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16625,16625,27388-247469,JP,CO,,piole-akashi-1-1-23-oakashicho-akashi-28-673-0891-jp,34.648998,134.992599,1-1-23 Oakashicho,,,Akashi,28,673-0891,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16626,16626,30156-28288,JP,CO,,akashi-vivre-1-3-2-yurinokidori-okubocho-akashi-28-674-0068-jp,34.681571,134.938773,1-3-2 Yurinokidori Okubocho,,,Akashi,28,674-0068,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16627,16627,30130-24187,JP,CO,,marine-pia-kobe-12-6-kaigandori-tarumi-ku-kobe-28-655-0036-jp,34.625362,135.049267,12-6 Kaigandori Tarumi-ku,,,Kobe,28,655-0036,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16628,16628,17288-175386,JP,CO,,kobe-nishimaiko-1-10-4-nishimaiko-tarumi-ku-kobe-28-655-0048-jp,34.639917,135.0251,1-10-4 Nishimaiko Tarumi-ku,,,Kobe,28,655-0048,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16629,16629,26618-244764,JP,CO,,p-li-co-tarumi-1-20-kandacho-tarumi-ku-kobe-28-655-0027-jp,34.629249,135.053473,1-20 Kandacho Tarumi-ku,,,Kobe,28,655-0027,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16630,16630,55548-288599,JP,CO,,akashi-uozumi-463-3-shimizu-uozumicho-akashi-28-674-0074-jp,34.705041,134.908763,463-3 Shimizu Uozumicho,,,Akashi,28,674-0074,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16631,16631,30177-28875,JP,CO,,rinku-premium-outlets-3-28-rinkuouraminami-izumisano-27-598-0047-jp,34.405979,135.293974,3-28 Rinkuouraminami,,,Izumisano,27,598-0047,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16632,16632,61634-295730,JP,CO,,rinku-premium-outlets-sea-side-3-28-rinku-ourai-minami-izumisano-27-598-8508-jp,34.407524,135.294474,3-28 Rinku Ourai Minami,,,Izumisano,27,598-8508,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16633,16633,20892-197786,JP,CO,,kakogawa-befu-11-1-befucho-asahimachi-kakogawa-28-675-0123-jp,34.729872,134.849837,11-1 Befucho-Asahimachi,,,Kakogawa,28,675-0123,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16685,16685,9148-151044,JP,CO,,fujimino-4-9-1-fujimino-fujimino-11-356-0050-jp,35.857734,139.516406,4-9-1 Fujimino,,,Fujimino,11,356-0050,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16686,16686,32059-131149,JP,CO,,miyoshi-parking-area-down-lane-2218-1-kamitome-miyoshi-machi-11-354-0045-jp,35.841664,139.502302,2218-1 Kamitome,,,Miyoshi-machi,11,354-0045,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16687,16687,26258-230445,JP,CO,,la-laport-fujimi-1-1313-yamamuro-fujimi-11-354-0022-jp,35.858597,139.548558,1-1313 Yamamuro,,,Fujimi,11,354-0022,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16688,16688,58031-292198,JP,LS,,tsutaya-minamifuruya-3-1-izumicho-kawagoe-11-350-0026-jp,35.905993,139.512294,3-1 Izumicho,,,Kawagoe,11,350-0026,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16689,16689,30522-93076,JP,CO,,lumine-kawagoe-39-19-wakitahoncho-kawagoe-11-350-1123-jp,35.907022,139.482825,39-19 Wakitahoncho,,,Kawagoe,11,350-1123,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16690,16690,55863-288391,JP,CO,,kumimachi-mall-niiza-2-6-28-owada-niiza-11-352-0004-jp,35.805375,139.546759,2-6-28 Owada,,,Niiza,11,352-0004,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16691,16691,30187-28855,JP,CO,,shiki-eki-mae-2-39-1-tohoku-niiza-11-352-0001-jp,35.822804,139.574785,2-39-1 Tohoku,,,Niiza,11,352-0001,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16692,16692,55521-286565,JP,CO,,equia-shiki-2-38-1-tohoku-niiza-11-352-0001-jp,35.822408,139.575133,2-38-1 Tohoku,,,Niiza,11,352-0001,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16693,16693,30283-18619,JP,CO,,seibu-hon-kawagoe-eki-1-22-shintomicho-kawagoe-11-350-0043-jp,35.914589,139.481641,1-22 Shintomicho,,,Kawagoe,11,350-0043,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16694,16694,52636-282408,JP,CO,,kawagoe-kanetsuki-dori-15-18-saiwaicho-kawagoe-11-350-0063-jp,35.923678,139.483822,15-18 Saiwaicho,,,Kawagoe,11,350 0063,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16695,16695,30275-60299,JP,CO,,shintokorozawa-parco-1-2-1-midoricho-tokorozawa-11-359-1111-jp,35.805348,139.454917,1-2-1 Midoricho,,,Tokorozawa,11,359-1111,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
16696,16696,19717-199787,JP,CO,,tokorozawa-keyakidai-2-17-10-keyakidai-tokorozawa-11-359-1118-jp,35.796388,139.455616,2-17-10 Keyakidai,,,Tokorozawa,11,359-1118,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo
